"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2022","359.7","208.8","96.3","37.1","","","","","","",""
"2023","425.6","248.1","114.9","44.6","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Wartość refundacji świadczeń odnosi się do świadczeń, dla których wartość rozliczonego świadczenia była większa od zera lub świadczenie zostało sprawozdane w ramach ryczałtu PSZ (nie uwzględnia zatem m.in. świadczeń udzielonych w ramach stawki kapitacyjnej POZ, szpitalnych oddziałów ratunkowych, świadczeń CZP rozliczanych ryczałtem).  W przypadku świadczeń sprawozdanych w ramach ryczałtu systemu podstawowego szpitalnego zabezpieczenia świadczeń opieki zdrowotnej uwzględniono ich wartość w oparciu o cenę jednostki sprawozdawczej ryczałtu systemu zabezpieczenia obowiązującą w danym okresie rozliczeniowym.","","","","","","","","","","",""
"Należy zauważyć, że na wzrost wartości refundacji w 2022 r. wpłyneła Rekomendacja nr 65/2022 z dnia 13 lipca 2022 r. Prezesa Agencji Oceny Technologii Medycznych i Taryfikacji w sprawie zmiany sposobu lub poziomu finansowania świadczeń opieki zdrowotnej.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.9: Procentowa zmiana łącznej wartości refundacji świadczeń udzielonych z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w stosunku do 2013 r. wg form opieki","","","","","","","","","","",""
"Rok","Forma opieki","Procentowa zmiana w stosunku do 2013 r.","","","","","","","","",""
"2014","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","2.5000000000000001E-2","","","","","","","","",""
"2014","OPIEKA DZIENNA","6.5000000000000002E-2","","","","","","","","",""
"2014","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","2.8000000000000001E-2","","","","","","","","",""
"2015","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.05","","","","","","","","",""
"2015","OPIEKA DZIENNA","0.109","","","","","","","","",""
"2015","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","3.9E-2","","","","","","","","",""
"2016","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","5.1999999999999998E-2","","","","","","","","",""
"2016","OPIEKA DZIENNA","0.154","","","","","","","","",""
"2016","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","3.4000000000000002E-2","","","","","","","","",""
"2017","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.10100000000000001","","","","","","","","",""
"2017","OPIEKA DZIENNA","0.371","","","","","","","","",""
"2017","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","8.3000000000000004E-2","","","","","","","","",""
"2018","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.11700000000000001","","","","","","","","",""
"2018","OPIEKA DZIENNA","0.441","","","","","","","","",""
"2018","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","0.14799999999999999","","","","","","","","",""
"2019","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.14699999999999999","","","","","","","","",""
"2019","OPIEKA DZIENNA","0.44900000000000001","","","","","","","","",""
"2019","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","0.14299999999999999","","","","","","","","",""
"2020","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.27400000000000002","","","","","","","","",""
"2020","OPIEKA DZIENNA","1.2E-2","","","","","","","","",""
"2020","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","-0.14299999999999999","","","","","","","","",""
"2021","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.36199999999999999","","","","","","","","",""
"2021","OPIEKA DZIENNA","0.33800000000000002","","","","","","","","",""
"2021","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","-1.7999999999999999E-2","","","","","","","","",""
"2022","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","0.753","","","","","","","","",""
"2022","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","0.59699999999999998","","","","","","","","",""
"2022","OPIEKA DZIENNA","0.90700000000000003","","","","","","","","",""
"2023","PORADNIE PSYCHOLOGICZNE, PSYCHIATRYCZNE i LECZENIA UZALEŻNIEŃ","1.093","","","","","","","","",""
"2023","OPIEKA DZIENNA","1.2929999999999999","","","","","","","","",""
"2023","ODDZIAŁY PSYCHIATRYCZNE (SZPITALNE)","0.89700000000000002","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Wartość refundacji świadczeń odnosi się do świadczeń, dla których wartość rozliczonego świadczenia była większa od zera (nie uwzględnia zatem m.in. świadczeń CZP czy świadczeń opieki środowiskowej dla dzieci i młodzieży rozliczanych ryczałtem). ","","","","","","","","","","",""
"Należy zauważyć, że na wzrost wartości refundacji w 2022 r. wpłyneła Rekomendacja nr 65/2022 z dnia 13 lipca 2022 r. Prezesa Agencji Oceny Technologii Medycznych i Taryfikacji w sprawie zmiany sposobu lub poziomu finansowania świadczeń opieki zdrowotnej.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.10: Wartość refundacji świadczeń udzielonych z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w przeliczeniu na pacjenta (2013–2023)","","","","","","","","","","",""
"Rok","Wartość refundacji świadczeń w przeliczeniu na 1 pacjenta (zł)","","","","","","","","","",""
"2013","695.28","","","","","","","","","",""
"2014","718.23","","","","","","","","","",""
"2015","736.77","","","","","","","","","",""
"2016","750.7","","","","","","","","","",""
"2017","816.32","","","","","","","","","",""
"2018","875.49","","","","","","","","","",""
"2019","959.31","","","","","","","","","",""
"2020","860.95","","","","","","","","","",""
"2021","959.78","","","","","","","","","",""
"2022","1355.33","","","","","","","","","",""
"2023","1658.34","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Wartość refundacji świadczeń odnosi się do świadczeń, dla których wartość rozliczonego świadczenia była większa od zera lub świadczenie zostało sprawozdane w ramach ryczałtu PSZ (nie uwzględnia zatem m.in. świadczeń udzielonych w ramach stawki kapitacyjnej POZ, szpitalnych oddziałów ratunkowych, świadczeń CZP rozliczanych ryczałtem).  W przypadku świadczeń sprawozdanych w ramach ryczałtu systemu podstawowego szpitalnego zabezpieczenia świadczeń opieki zdrowotnej uwzględniono ich wartość w oparciu o cenę jednostki sprawozdawczej ryczałtu systemu zabezpieczenia obowiązującą w danym okresie rozliczeniowym.","","","","","","","","","","",""
"Należy zauważyć, że na wzrost wartości refundacji w 2022 r. wpłyneła Rekomendacja nr 65/2022 z dnia 13 lipca 2022 r. Prezesa Agencji Oceny Technologii Medycznych i Taryfikacji w sprawie zmiany sposobu lub poziomu finansowania świadczeń opieki zdrowotnej.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.11: Wartość refundacji świadczeń udzielonych z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w poradniach psychiatrycznych w podziale na rodzaj porady (2013–2023)","","","","","","","","","","",""
"Rok","Łącznie (mln zł)","Porady lekarskie (mln zł)","Porady psychologiczne (mln zł)","Psychoterapia (mln zł)","","","","","","",""
"2013","54.91","39.450000000000003","7.23","7.89","","","","","","",""
"2014","56.3","39.770000000000003","7.34","8.8699999999999992","","","","","","",""
"2015","57.66","39.94","7.61","9.8000000000000007","","","","","","",""
"2016","57.74","39.29","7.69","10.43","","","","","","",""
"2017","60.44","40.31","7.81","11.9","","","","","","",""
"2018","61.35","39.86","7.79","13.3","","","","","","",""
"2019","62.99","39","8.42","15.18","","","","","","",""
"2020","69.97","40.26","9.66","19.75","","","","","","",""
"2021","74.81","42.21","10.38","21.96","","","","","","",""
"2022","96.27","50.45","14.57","30.12","","","","","","",""
"2023","114.74","56.67","17.489999999999998","39.19","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Wartość refundacji świadczeń odnosi się do świadczeń, dla których wartość rozliczonego świadczenia była większa od zera (nie uwzględnia zatem m.in. świadczeń CZP czy świadczeń opieki środowiskowej dla dzieci i młodzieży rozliczanych ryczałtem). ","","","","","","","","","","",""
"Należy zauważyć, że na wzrost wartości refundacji w 2022 r. wpłyneła Rekomendacja nr 65/2022 z dnia 13 lipca 2022 r. Prezesa Agencji Oceny Technologii Medycznych i Taryfikacji w sprawie zmiany sposobu lub poziomu finansowania świadczeń opieki zdrowotnej.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.12: Wartość refundacji porad lekarskich udzielonych z rozpoznaniem głównym depresji (F31.3–F31.6, F32, F33, F34.1, F34.8, F34.9, F38, F39 wg ICD-10) w poradniach psychiatrycznych w podziale na rodzaj porady (2013–2023)","","","","","","","","","","",""
"Rok","Łącznie (mln zł)","Porady diagnostyczne (mln zł)","Porady kontrolne (mln zł)","Porady terapeutyczne (mln zł)","","","","","","",""
"2013","39.450000000000003","6.48","8.81","24.16","","","","","","",""
"2014","39.770000000000003","6.24","8.59","24.94","","","","","","",""
"2015","39.94","6.07","8.0500000000000007","25.82","","","","","","",""
"2016","39.29","5.72","7.55","26.02","","","","","","",""
"2017","40.31","5.99","7.39","26.93","","","","","","",""
"2018","39.86","6.37","6.76","26.73","","","","","","",""
"2019","39","7.03","5.95","26.02","","","","","","",""
"2020","40.26","5.99","6.13","28.15","","","","","","",""
"2021","42.21","7.25","5.47","29.49","","","","","","",""
"2022","50.45","9.4499999999999993","6.07","34.92","","","","","","",""
"2023","56.67","10.92","6.79","38.96","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Wartość refundacji świadczeń odnosi się do świadczeń, dla których wartość rozliczonego świadczenia była większa od zera (nie uwzględnia zatem m.in. świadczeń CZP czy świadczeń opieki środowiskowej dla dzieci i młodzieży rozliczanych ryczałtem). ","","","","","","","","","","",""
"Należy zauważyć, że na wzrost wartości refundacji w 2022 r. wpłyneła Rekomendacja nr 65/2022 z dnia 13 lipca 2022 r. Prezesa Agencji Oceny Technologii Medycznych i Taryfikacji w sprawie zmiany sposobu lub poziomu finansowania świadczeń opieki zdrowotnej.","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.11: Liczba pacjentów (w tys.) realizujących recepty na refundowane leki przeciwdepresyjne (2013–2023)","","","","","","","","","","",""
"Rok","Liczba pacjentów (w tys.)","","","","","","","","","",""
"2013","953.8","","","","","","","","","",""
"2014","1025.2","","","","","","","","","",""
"2015","1091.3","","","","","","","","","",""
"2016","1153.9000000000001","","","","","","","","","",""
"2017","1213.5","","","","","","","","","",""
"2018","1282.0999999999999","","","","","","","","","",""
"2019","1354","","","","","","","","","",""
"2020","1379.7","","","","","","","","","",""
"2021","1518.9","","","","","","","","","",""
"2022","1619.3","","","","","","","","","",""
"2023","1740.7","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Wykres 2.12: Liczba pacjentów (w tys.) poniżej 18 r.ż., którzy zrealizowali receptę na refundowane leki przeciwdepresyjne (2013–2023)","","","","","","","","","","",""
"Rok","Liczba pacjentów (w tys.)","","","","","","","","","",""
"2013","15.9","","","","","","","","","",""
"2014","18.5","","","","","","","","","",""
"2015","21","","","","","","","","","",""
"2016","23.5","","","","","","","","","",""
"2017","27.4","","","","","","","","","",""
"2018","33.6","","","","","","","","","",""
"2019","39.1","","","","","","","","","",""
"2020","40.1","","","","","","","","","",""
"2021","56.7","","","","","","","","","",""
"2022","77.3","","","","","","","","","",""
"2023","84.6","","","","","","","","","",""
"Źródło: opracowanie własne na podstawie danych NFZ","","","","","","","","","","",""
"Na podstawie dostępnych danych o realizacji recepty nie ma możliwości określenia w związku z jakim wskazaniem refundacyjnym została zrealizowana recepta, dlatego też informacji przedstawionych w tej części nie należy uznawać jako związanych wyłącznie z leczeniem depresji. ","","","","","","","","","","",""
"Są to leki stosowane w leczeniu depresji, jak również w leczeniu innych chorób; zakres wskazań refundacyjnych jest w wielu przypadkach znacznie szerszy i obejmuje również m.in.: inne choroby psychiczne lub upośledzenia umysłowe (sertralinum), neuralgię (amitriptilinum), a także bólową polineuropatię cukrzycową (venlafaxinum).","","","","","","","","","","",""
"Powrót do spisu treści","","","","","","","","","","",""
"Tabela 2.13: Struktura wieku i płci pacjentów realizujących recepty na refundowane leki przeciwdepresyjne (2013–2023)","","","","","","","","","","",""
"Rok","Łączna liczba osób (mln)","< 18","18 - 34","35 - 44","45 - 54","55 - 64","65 - 74","75 - 84","85+","Odsetek kobiet",""
"2013","0.95","1.7000000000000001E-2","0.13800000000000001","0.14599999999999999","0.17899999999999999","0.23","0.13900000000000001","0.115","3.5000000000000003E-2","0.70399999999999996",""
