"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration"
39,"management","married","tertiary","no",-190,"no","yes","unknown",11,"jun",893
54,"technician","married","secondary","no",2500,"no","no","unknown",11,"jun",62
50,"blue-collar","married","primary","no",811,"no","no","unknown",11,"jun",103
49,"blue-collar","married","primary","no",238,"no","no","unknown",11,"jun",204
59,"retired","married","primary","no",1930,"no","no","unknown",11,"jun",453
60,"services","divorced","secondary","no",47,"no","no","unknown",11,"jun",360
43,"housemaid","divorced","primary","no",0,"no","no","unknown",11,"jun",643
53,"self-employed","married","tertiary","no",1128,"no","no","unknown",11,"jun",29
36,"technician","married","tertiary","no",4139,"no","no","unknown",11,"jun",175
59,"entrepreneur","married","tertiary","no",712,"yes","no","unknown",11,"jun",109
27,"technician","single","unknown","no",555,"no","no","unknown",11,"jun",240
38,"blue-collar","divorced","secondary","no",2998,"yes","no","unknown",11,"jun",91
50,"management","married","tertiary","no",0,"no","no","unknown",11,"jun",916
40,"admin.","divorced","secondary","no",1967,"yes","no","unknown",11,"jun",363
60,"blue-collar","married","primary","no",3230,"no","no","unknown",11,"jun",281
45,"technician","married","secondary","no",3007,"no","no","unknown",11,"jun",442
36,"blue-collar","single","secondary","no",161,"yes","no","unknown",11,"jun",196
59,"management","married","tertiary","no",1574,"no","no","unknown",11,"jun",181
35,"blue-collar","married","primary","no",234,"no","no","unknown",11,"jun",88
44,"blue-collar","married","primary","no",0,"no","no","unknown",11,"jun",112
45,"entrepreneur","divorced","tertiary","no",1273,"yes","yes","unknown",11,"jun",197
38,"blue-collar","married","primary","no",3057,"yes","no","unknown",11,"jun",133
46,"self-employed","married","primary","no",2295,"yes","no","unknown",11,"jun",138
37,"management","married","primary","no",1959,"no","no","unknown",11,"jun",439
53,"retired","divorced","secondary","no",-24,"no","no","unknown",11,"jun",303
44,"housemaid","married","secondary","no",192,"no","no","unknown",11,"jun",232
59,"retired","married","tertiary","no",307,"no","yes","unknown",11,"jun",63
57,"housemaid","married","primary","no",625,"no","yes","unknown",11,"jun",867
51,"retired","married","secondary","no",1435,"no","no","unknown",11,"jun",587
41,"management","single","tertiary","no",8368,"no","no","unknown",11,"jun",179
45,"blue-collar","married","unknown","no",2056,"no","yes","unknown",11,"jun",191
49,"technician","single","tertiary","no",2585,"no","no","unknown",11,"jun",64
44,"blue-collar","married","secondary","no",289,"no","no","unknown",11,"jun",300
38,"housemaid","married","secondary","no",634,"no","no","unknown",11,"jun",105
53,"admin.","single","secondary","no",-285,"no","yes","unknown",11,"jun",328
39,"blue-collar","single","secondary","no",393,"yes","no","unknown",11,"jun",339
50,"management","married","unknown","no",8345,"no","no","unknown",11,"jun",561
54,"management","married","tertiary","no",16843,"no","no","unknown",11,"jun",116
60,"blue-collar","married","unknown","no",3538,"no","no","unknown",11,"jun",261
52,"retired","married","unknown","no",293,"no","no","unknown",11,"jun",706
58,"admin.","married","primary","no",2232,"no","no","unknown",11,"jun",219
59,"self-employed","married","secondary","no",1986,"no","no","unknown",11,"jun",139
51,"admin.","single","unknown","no",196,"no","no","unknown",11,"jun",98
42,"self-employed","divorced","tertiary","no",0,"no","no","unknown",11,"jun",694
38,"self-employed","single","secondary","yes",0,"no","no","unknown",11,"jun",68
39,"blue-collar","married","secondary","no",7653,"no","no","unknown",11,"jun",165
49,"services","divorced","secondary","no",725,"no","no","unknown",11,"jun",275
37,"self-employed","married","secondary","no",883,"no","no","unknown",11,"jun",153
54,"housemaid","married","unknown","no",4789,"no","no","unknown",11,"jun",83
51,"blue-collar","married","unknown","no",1137,"no","no","unknown",11,"jun",76
42,"housemaid","married","primary","yes",16,"no","no","unknown",11,"jun",79
58,"management","married","unknown","no",0,"no","no","unknown",11,"jun",145
37,"services","divorced","secondary","no",532,"yes","no","unknown",11,"jun",199
37,"admin.","married","unknown","no",463,"yes","no","unknown",11,"jun",158
45,"management","married","tertiary","no",409,"no","no","unknown",11,"jun",144
51,"housemaid","married","unknown","no",819,"no","no","unknown",11,"jun",316
36,"self-employed","married","tertiary","no",2517,"no","no","unknown",11,"jun",117
43,"management","married","tertiary","no",5523,"no","no","unknown",11,"jun",78
51,"blue-collar","married","primary","no",7080,"no","no","unknown",11,"jun",26
42,"technician","married","unknown","no",0,"no","no","unknown",11,"jun",241
42,"blue-collar","married","secondary","no",103,"no","no","unknown",11,"jun",95
38,"blue-collar","married","secondary","no",361,"yes","no","unknown",11,"jun",601
60,"retired","married","primary","no",6307,"yes","no","unknown",11,"jun",362
57,"housemaid","married","primary","no",58,"no","no","unknown",11,"jun",510
57,"housemaid","divorced","primary","no",395,"no","no","unknown",11,"jun",125
59,"retired","single","secondary","no",1150,"no","no","unknown",11,"jun",91
57,"services","divorced","primary","no",362,"no","no","unknown",11,"jun",187
40,"technician","married","secondary","no",0,"no","no","unknown",11,"jun",420
31,"blue-collar","single","secondary","yes",-9,"yes","yes","unknown",11,"jun",115
49,"entrepreneur","married","tertiary","no",384,"no","no","unknown",11,"jun",64
42,"self-employed","married","tertiary","no",1202,"no","no","unknown",11,"jun",40
39,"admin.","single","secondary","no",35,"no","no","unknown",11,"jun",242
54,"management","married","tertiary","no",69,"no","no","unknown",11,"jun",113
52,"blue-collar","married","primary","no",1884,"no","no","unknown",11,"jun",68
39,"services","divorced","secondary","no",2,"yes","yes","unknown",11,"jun",62
46,"services","married","secondary","no",379,"no","no","unknown",11,"jun",886
51,"unknown","married","unknown","no",12,"no","no","unknown",11,"jun",45
59,"retired","married","unknown","no",1033,"no","no","unknown",11,"jun",1199
40,"admin.","divorced","secondary","no",6,"no","no","unknown",11,"jun",140
58,"housemaid","married","secondary","no",4840,"no","no","unknown",11,"jun",366
35,"services","married","secondary","no",2135,"no","no","unknown",11,"jun",436
37,"blue-collar","single","primary","no",914,"no","no","unknown",11,"jun",72
56,"unknown","divorced","primary","no",558,"no","no","unknown",11,"jun",119
52,"housemaid","married","primary","no",3283,"no","no","unknown",11,"jun",553
56,"blue-collar","married","secondary","no",1210,"no","no","unknown",11,"jun",935
53,"technician","married","tertiary","no",431,"yes","no","unknown",11,"jun",74
45,"unknown","married","primary","no",44,"no","no","unknown",11,"jun",81
49,"management","married","tertiary","no",64,"no","no","unknown",11,"jun",586
41,"housemaid","single","primary","no",1179,"yes","no","unknown",11,"jun",950
47,"blue-collar","married","secondary","no",303,"no","no","unknown",11,"jun",261
50,"blue-collar","married","tertiary","no",676,"no","no","unknown",11,"jun",159
43,"admin.","divorced","secondary","no",57,"no","no","unknown",11,"jun",46
40,"unemployed","divorced","secondary","no",0,"no","no","unknown",11,"jun",473
38,"blue-collar","married","primary","no",8637,"yes","no","unknown",11,"jun",119
35,"blue-collar","divorced","unknown","no",164,"no","no","unknown",11,"jun",967
36,"management","single","tertiary","no",0,"no","no","unknown",11,"jun",33
38,"services","married","secondary","no",433,"no","no","unknown",11,"jun",148
45,"management","married","tertiary","no",1866,"no","no","unknown",11,"jun",116
58,"unknown","married","unknown","no",0,"no","no","unknown",11,"jun",464
38,"blue-collar","married","secondary","yes",-10,"no","no","unknown",11,"jun",174
36,"blue-collar","married","secondary","no",717,"no","no","unknown",11,"jun",63
44,"blue-collar","married","secondary","no",594,"no","no","unknown",11,"jun",340
58,"technician","married","primary","no",139,"no","no","unknown",11,"jun",103
51,"technician","married","secondary","no",13089,"no","no","unknown",11,"jun",247
40,"blue-collar","single","primary","no",1780,"no","yes","unknown",11,"jun",114
23,"student","single","secondary","no",1284,"yes","no","unknown",11,"jun",327
50,"blue-collar","married","unknown","no",0,"no","no","unknown",11,"jun",249
45,"housemaid","divorced","primary","no",544,"no","no","unknown",11,"jun",110
49,"blue-collar","divorced","secondary","no",1869,"no","yes","unknown",11,"jun",257
55,"retired","married","primary","no",8894,"no","no","unknown",11,"jun",262
40,"blue-collar","married","secondary","no",11084,"no","no","unknown",11,"jun",113
45,"technician","divorced","secondary","no",0,"yes","yes","unknown",11,"jun",127
45,"self-employed","married","primary","no",750,"no","no","unknown",11,"jun",183
48,"admin.","married","secondary","no",155,"no","no","unknown",11,"jun",222
56,"blue-collar","married","secondary","no",0,"no","no","unknown",11,"jun",142
41,"housemaid","divorced","secondary","no",637,"yes","yes","unknown",11,"jun",678
38,"admin.","married","primary","no",464,"no","yes","unknown",11,"jun",86
59,"technician","married","tertiary","no",4445,"no","no","unknown",11,"jun",96
25,"blue-collar","married","primary","no",-83,"yes","no","unknown",11,"jun",211
57,"housemaid","married","primary","no",2234,"no","no","unknown",11,"jun",201
54,"admin.","married","secondary","no",1326,"yes","no","unknown",11,"jun",105
36,"services","married","secondary","no",24,"yes","yes","unknown",11,"jun",100
36,"unemployed","single","tertiary","no",9019,"yes","no","unknown",11,"jun",952
36,"services","married","secondary","no",2153,"no","no","unknown",11,"jun",181
48,"management","married","secondary","no",397,"no","no","unknown",11,"jun",389
39,"retired","married","secondary","no",-160,"yes","no","unknown",11,"jun",203
32,"management","single","tertiary","no",1160,"yes","yes","unknown",11,"jun",450
43,"entrepreneur","married","tertiary","no",396,"no","no","unknown",11,"jun",105
36,"management","married","tertiary","no",336,"no","no","unknown",11,"jun",178
59,"management","married","tertiary","no",7049,"no","no","unknown",11,"jun",647
42,"self-employed","married","tertiary","no",2821,"no","no","unknown",11,"jun",203
37,"admin.","single","secondary","no",1560,"yes","no","unknown",11,"jun",203
28,"technician","single","tertiary","no",-803,"yes","yes","unknown",11,"jun",222
40,"services","married","secondary","no",376,"yes","yes","unknown",11,"jun",268
41,"management","married","tertiary","no",6204,"no","yes","unknown",11,"jun",148
44,"management","single","tertiary","no",825,"yes","no","unknown",11,"jun",427
42,"blue-collar","married","unknown","no",8600,"no","no","unknown",11,"jun",90
41,"unknown","single","unknown","no",1259,"no","no","unknown",11,"jun",177
55,"housemaid","married","primary","no",0,"no","no","unknown",11,"jun",306
60,"housemaid","married","secondary","no",3587,"no","no","unknown",11,"jun",133
48,"technician","married","tertiary","no",2369,"no","no","unknown",11,"jun",516
58,"management","married","tertiary","no",313,"no","no","unknown",11,"jun",204
56,"retired","married","primary","no",0,"no","no","unknown",11,"jun",188
51,"retired","married","primary","no",2525,"no","no","unknown",11,"jun",184
37,"entrepreneur","single","tertiary","no",108,"no","no","unknown",11,"jun",157
49,"services","single","secondary","no",133,"no","no","unknown",11,"jun",319
58,"retired","married","primary","no",5092,"no","no","unknown",11,"jun",199
36,"unemployed","married","secondary","no",1766,"no","no","unknown",11,"jun",595
41,"entrepreneur","married","secondary","no",2480,"yes","no","unknown",11,"jun",394
43,"retired","married","primary","no",7298,"no","no","unknown",11,"jun",36
45,"unknown","married","unknown","no",360,"no","no","unknown",11,"jun",157
37,"management","single","tertiary","no",-119,"yes","no","unknown",11,"jun",375
39,"admin.","single","tertiary","no",23,"no","no","unknown",11,"jun",162
36,"blue-collar","married","secondary","no",219,"no","no","unknown",11,"jun",47
46,"unknown","married","primary","no",285,"no","no","unknown",11,"jun",215
57,"management","married","tertiary","no",1571,"no","no","unknown",11,"jun",230
40,"services","married","secondary","no",1325,"no","no","unknown",11,"jun",150
37,"blue-collar","married","primary","no",587,"no","no","unknown",11,"jun",126
35,"technician","single","tertiary","no",18,"yes","yes","unknown",11,"jun",111
45,"services","married","primary","no",116,"yes","no","unknown",11,"jun",287
56,"housemaid","single","primary","no",1,"no","no","unknown",11,"jun",83
35,"management","married","tertiary","no",810,"no","no","unknown",11,"jun",124
54,"retired","married","secondary","no",3671,"no","no","unknown",11,"jun",67
51,"entrepreneur","single","tertiary","yes",15,"no","no","unknown",11,"jun",104
39,"self-employed","married","tertiary","no",0,"no","no","unknown",11,"jun",904
38,"services","divorced","primary","no",188,"no","no","unknown",11,"jun",597
49,"admin.","married","secondary","no",1788,"yes","no","unknown",11,"jun",274
38,"blue-collar","single","tertiary","no",797,"yes","no","unknown",11,"jun",124
32,"technician","divorced","secondary","no",2,"yes","no","unknown",11,"jun",354
57,"admin.","married","secondary","no",5888,"no","yes","unknown",11,"jun",288
